Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,07/07/2016,Catering Contracts,Programme Delivery Digital Economy,Unspecified,95211750,176.22,GBP
BIS,EPSRC,07/07/2016,Meetings & Catering,Programme Delivery Maths,University of Glasgow,95211766,292.5,GBP
BIS,EPSRC,07/07/2016,Catering Contracts,Programme Delivery Digital Economy,Unspecified,95211768,159.28,GBP
BIS,EPSRC,07/07/2016,Conferences & Seminars,Admin RCUK Strategy Unit,Banner Business Services Limited,95211783,72.07,GBP
BIS,EPSRC,07/07/2016,T&S UK - Vehicle Hire,External communications,Better Motoring Services,95211872,161,GBP
BIS,EPSRC,07/07/2016,Storage & Archiving Costs,Information Management Delivery,Iron Mountain (UK) Ltd,95215466,379.3,GBP
BIS,EPSRC,08/07/2016,Printing & Stationery,Admin RCUK Strategy Unit,Banner Business Services Limited,95211428,47.8,GBP
BIS,EPSRC,08/07/2016,Catering Contracts,Programme Delivery Healthcare,University College London,95213409,525.54,GBP
BIS,EPSRC,08/07/2016,Hardware/Software Maintenance,JRS,Kennedy Grinding Ltd,95213448,20.4,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213570,170,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213571,112.9,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213572,160,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213573,431.7,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Quantum Technology,Non Employee Expenses Supplier,95213574,235.01,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Quantum Technology,Non Employee Expenses Supplier,95213575,240,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213576,450.64,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213577,56.5,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213578,401.39,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213579,201.24,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Physical Sciences,Non Employee Expenses Supplier,95213580,21.8,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213581,74.2,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213582,73.59,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Quantum Technology,Non Employee Expenses Supplier,95213583,67.8,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Admin Peer Review and Output (excluding external panel member fees),Non Employee Expenses Supplier,95213584,95.4,GBP
BIS,EPSRC,08/07/2016,Fees (Including College Members),Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213585,480,GBP
BIS,EPSRC,08/07/2016,Non-staff travel and subsistance,Programme Delivery Infrastructure,Non Employee Expenses Supplier,95213586,56.5,GBP
