Transparency Data ,,,,,,,,
,,,,,,,,
The supplier data has to be made anonymous,,,,,,,,
,,,,,,,,
Department Family,Entity,Date,Expense Type,Expense Area,Supplier,Transaction Number,Amount,Invoice Currency Unit
BIS,EPSRC,13/10/2016,Other Programme Costs,Archer,University of Edinburgh,95833970,506957.69,GBP
BIS,EPSRC,13/10/2016,Other Programme Costs,Archer,University of Edinburgh,95833973,164479.99,GBP
BIS,EPSRC,13/10/2016,Other Programme Costs,NC Infrastructure,University of Edinburgh,95833978,75000,GBP
BIS,EPSRC,13/10/2016,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,95834017,75,GBP
BIS,EPSRC,13/10/2016,Meetings & Catering,Admin Peer Review and Output (excluding external panel member fees),Jurys Inn Group Ltd,95834019,75,GBP
BIS,EPSRC,13/10/2016,PAYE Payable Salaries,Balance Sheet,HM Revenue & Customs,95834058,85892.7,GBP
BIS,EPSRC,13/10/2016,NI Payable Salaries,Balance Sheet,HM Revenue & Customs,95834059,114198.6,GBP
BIS,EPSRC,13/10/2016,Student Loans,Balance Sheet,HM Revenue & Customs,95834060,5065,GBP
BIS,EPSRC,13/10/2016,Other Pension Deductions,Balance Sheet,Scottish Widows,95834061,197.57,GBP
BIS,EPSRC,13/10/2016,Partnership Pension Deductions,Balance Sheet,Scottish Widows,95834062,1553.17,GBP
BIS,EPSRC,13/10/2016,Voluntary Deductions,Balance Sheet,Charities Aid Foundation - GAYE,95834063,1161.66,GBP
